date,sku,product,category,units_sold,weather,holiday
2026-01-16,RICE-5KG,Rice 5kg,Staples,30,cold,
2026-01-16,ICECREAM,Ice Cream,Frozen,22,cold,
2026-01-16,UMBRELLA,Umbrella,Seasonal,11,cold,
2026-01-16,SOUP,Instant Soup,Packaged,39,cold,
2026-01-16,SODA,Soda Cans,Beverages,36,cold,
2026-01-17,MILK-1L,Milk 1L,Dairy,96,rain,
2026-01-17,BREAD-WHT,White Bread,Bakery,85,rain,
2026-01-17,EGGS-12,Eggs 12 Pack,Protein,65,rain,
2026-01-17,RICE-5KG,Rice 5kg,Staples,31,rain,
2026-01-17,ICECREAM,Ice Cream,Frozen,31,rain,
2026-01-17,UMBRELLA,Umbrella,Seasonal,28,rain,
2026-01-17,SOUP,Instant Soup,Packaged,33,rain,
2026-01-17,SODA,Soda Cans,Beverages,47,rain,
2026-01-18,MILK-1L,Milk 1L,Dairy,107,cold,
2026-01-18,BREAD-WHT,White Bread,Bakery,81,cold,
2026-01-18,EGGS-12,Eggs 12 Pack,Protein,66,cold,
2026-01-18,RICE-5KG,Rice 5kg,Staples,30,cold,
2026-01-18,ICECREAM,Ice Cream,Frozen,24,cold,
2026-01-18,UMBRELLA,Umbrella,Seasonal,11,cold,
2026-01-18,SOUP,Instant Soup,Packaged,45,cold,
2026-01-18,SODA,Soda Cans,Beverages,43,cold,
2026-01-19,MILK-1L,Milk 1L,Dairy,94,cold,
2026-01-19,BREAD-WHT,White Bread,Bakery,84,cold,
2026-01-19,EGGS-12,Eggs 12 Pack,Protein,52,cold,
2026-01-19,RICE-5KG,Rice 5kg,Staples,25,cold,
2026-01-19,ICECREAM,Ice Cream,Frozen,18,cold,
2026-01-19,UMBRELLA,Umbrella,Seasonal,10,cold,
2026-01-19,SOUP,Instant Soup,Packaged,46,cold,
2026-01-19,SODA,Soda Cans,Beverages,32,cold,
2026-01-20,MILK-1L,Milk 1L,Dairy,91,rain,
2026-01-20,BREAD-WHT,White Bread,Bakery,84,rain,
2026-01-20,EGGS-12,Eggs 12 Pack,Protein,60,rain,
2026-01-20,RICE-5KG,Rice 5kg,Staples,34,rain,
2026-01-20,ICECREAM,Ice Cream,Frozen,23,rain,
2026-01-20,UMBRELLA,Umbrella,Seasonal,24,rain,
2026-01-20,SOUP,Instant Soup,Packaged,26,rain,
2026-01-20,SODA,Soda Cans,Beverages,35,rain,
2026-01-21,MILK-1L,Milk 1L,Dairy,86,rain,
2026-01-21,BREAD-WHT,White Bread,Bakery,74,rain,
2026-01-21,EGGS-12,Eggs 12 Pack,Protein,59,rain,
2026-01-21,RICE-5KG,Rice 5kg,Staples,32,rain,
2026-01-21,ICECREAM,Ice Cream,Frozen,23,rain,
2026-01-21,UMBRELLA,Umbrella,Seasonal,29,rain,
2026-01-21,SOUP,Instant Soup,Packaged,31,rain,
2026-01-21,SODA,Soda Cans,Beverages,35,rain,
2026-01-22,MILK-1L,Milk 1L,Dairy,107,hot,
2026-01-22,BREAD-WHT,White Bread,Bakery,64,hot,
2026-01-22,EGGS-12,Eggs 12 Pack,Protein,45,hot,
2026-01-22,RICE-5KG,Rice 5kg,Staples,27,hot,
2026-01-22,ICECREAM,Ice Cream,Frozen,55,hot,
2026-01-22,UMBRELLA,Umbrella,Seasonal,8,hot,
2026-01-22,SOUP,Instant Soup,Packaged,14,hot,
2026-01-22,SODA,Soda Cans,Beverages,66,hot,
2026-01-23,MILK-1L,Milk 1L,Dairy,93,cold,
2026-01-23,BREAD-WHT,White Bread,Bakery,80,cold,
2026-01-23,EGGS-12,Eggs 12 Pack,Protein,50,cold,
2026-01-23,RICE-5KG,Rice 5kg,Staples,32,cold,
2026-01-23,ICECREAM,Ice Cream,Frozen,23,cold,
2026-01-23,UMBRELLA,Umbrella,Seasonal,10,cold,
2026-01-23,SOUP,Instant Soup,Packaged,36,cold,
2026-01-23,SODA,Soda Cans,Beverages,39,cold,
2026-01-24,MILK-1L,Milk 1L,Dairy,106,hot,
2026-01-24,BREAD-WHT,White Bread,Bakery,83,hot,
2026-01-24,EGGS-12,Eggs 12 Pack,Protein,60,hot,
2026-01-24,RICE-5KG,Rice 5kg,Staples,35,hot,
2026-01-24,ICECREAM,Ice Cream,Frozen,59,hot,
2026-01-24,UMBRELLA,Umbrella,Seasonal,9,hot,
2026-01-24,SOUP,Instant Soup,Packaged,19,hot,
2026-01-24,SODA,Soda Cans,Beverages,65,hot,
2026-01-25,MILK-1L,Milk 1L,Dairy,116,hot,
2026-01-25,BREAD-WHT,White Bread,Bakery,93,hot,
2026-01-25,EGGS-12,Eggs 12 Pack,Protein,66,hot,
2026-01-25,RICE-5KG,Rice 5kg,Staples,34,hot,
2026-01-25,ICECREAM,Ice Cream,Frozen,66,hot,
2026-01-25,UMBRELLA,Umbrella,Seasonal,9,hot,
2026-01-25,SOUP,Instant Soup,Packaged,16,hot,
2026-01-25,SODA,Soda Cans,Beverages,80,hot,
2026-01-26,MILK-1L,Milk 1L,Dairy,98,cold,Republic Day
2026-01-26,BREAD-WHT,White Bread,Bakery,82,cold,Republic Day
2026-01-26,EGGS-12,Eggs 12 Pack,Protein,67,cold,Republic Day
2026-01-26,RICE-5KG,Rice 5kg,Staples,34,cold,Republic Day
2026-01-26,ICECREAM,Ice Cream,Frozen,28,cold,Republic Day
2026-01-26,UMBRELLA,Umbrella,Seasonal,11,cold,Republic Day
2026-01-26,SOUP,Instant Soup,Packaged,38,cold,Republic Day
2026-01-26,SODA,Soda Cans,Beverages,45,cold,Republic Day
2026-01-27,MILK-1L,Milk 1L,Dairy,87,cold,
2026-01-27,BREAD-WHT,White Bread,Bakery,80,cold,
2026-01-27,EGGS-12,Eggs 12 Pack,Protein,55,cold,
2026-01-27,RICE-5KG,Rice 5kg,Staples,25,cold,
2026-01-27,ICECREAM,Ice Cream,Frozen,24,cold,
2026-01-27,UMBRELLA,Umbrella,Seasonal,9,cold,
2026-01-27,SOUP,Instant Soup,Packaged,37,cold,
2026-01-27,SODA,Soda Cans,Beverages,37,cold,
2026-01-28,MILK-1L,Milk 1L,Dairy,98,cold,
2026-01-28,BREAD-WHT,White Bread,Bakery,82,cold,
2026-01-28,EGGS-12,Eggs 12 Pack,Protein,53,cold,
2026-01-28,RICE-5KG,Rice 5kg,Staples,25,cold,
2026-01-28,ICECREAM,Ice Cream,Frozen,24,cold,
2026-01-28,UMBRELLA,Umbrella,Seasonal,9,cold,
2026-01-28,SOUP,Instant Soup,Packaged,43,cold,
2026-01-28,SODA,Soda Cans,Beverages,34,cold,
2026-01-29,MILK-1L,Milk 1L,Dairy,90,rain,
2026-01-29,BREAD-WHT,White Bread,Bakery,85,rain,
2026-01-29,EGGS-12,Eggs 12 Pack,Protein,57,rain,
2026-01-29,RICE-5KG,Rice 5kg,Staples,33,rain,
2026-01-29,ICECREAM,Ice Cream,Frozen,23,rain,
2026-01-29,UMBRELLA,Umbrella,Seasonal,26,rain,
2026-01-29,SOUP,Instant Soup,Packaged,31,rain,
2026-01-29,SODA,Soda Cans,Beverages,37,rain,
2026-01-30,MILK-1L,Milk 1L,Dairy,88,cold,
2026-01-30,BREAD-WHT,White Bread,Bakery,79,cold,
2026-01-30,EGGS-12,Eggs 12 Pack,Protein,56,cold,
2026-01-30,RICE-5KG,Rice 5kg,Staples,32,cold,
2026-01-30,ICECREAM,Ice Cream,Frozen,20,cold,
2026-01-30,UMBRELLA,Umbrella,Seasonal,11,cold,
2026-01-30,SOUP,Instant Soup,Packaged,38,cold,
2026-01-30,SODA,Soda Cans,Beverages,32,cold,
2026-01-31,MILK-1L,Milk 1L,Dairy,95,cold,
2026-01-31,BREAD-WHT,White Bread,Bakery,82,cold,
2026-01-31,EGGS-12,Eggs 12 Pack,Protein,68,cold,
2026-01-31,RICE-5KG,Rice 5kg,Staples,37,cold,
2026-01-31,ICECREAM,Ice Cream,Frozen,23,cold,
2026-01-31,UMBRELLA,Umbrella,Seasonal,11,cold,
2026-01-31,SOUP,Instant Soup,Packaged,48,cold,
2026-01-31,SODA,Soda Cans,Beverages,43,cold,
2026-02-01,MILK-1L,Milk 1L,Dairy,128,hot,
2026-02-01,BREAD-WHT,White Bread,Bakery,91,hot,
2026-02-01,EGGS-12,Eggs 12 Pack,Protein,62,hot,
2026-02-01,RICE-5KG,Rice 5kg,Staples,36,hot,
2026-02-01,ICECREAM,Ice Cream,Frozen,65,hot,
2026-02-01,UMBRELLA,Umbrella,Seasonal,8,hot,
2026-02-01,SOUP,Instant Soup,Packaged,17,hot,
2026-02-01,SODA,Soda Cans,Beverages,85,hot,
2026-02-02,MILK-1L,Milk 1L,Dairy,114,cold,
2026-02-02,BREAD-WHT,White Bread,Bakery,90,cold,
2026-02-02,EGGS-12,Eggs 12 Pack,Protein,69,cold,
2026-02-02,RICE-5KG,Rice 5kg,Staples,30,cold,
2026-02-02,ICECREAM,Ice Cream,Frozen,27,cold,
2026-02-02,UMBRELLA,Umbrella,Seasonal,11,cold,
2026-02-02,SOUP,Instant Soup,Packaged,51,cold,
2026-02-02,SODA,Soda Cans,Beverages,40,cold,
2026-02-03,MILK-1L,Milk 1L,Dairy,87,cold,
2026-02-03,BREAD-WHT,White Bread,Bakery,71,cold,
2026-02-03,EGGS-12,Eggs 12 Pack,Protein,50,cold,
2026-02-03,RICE-5KG,Rice 5kg,Staples,33,cold,
2026-02-03,ICECREAM,Ice Cream,Frozen,21,cold,
2026-02-03,UMBRELLA,Umbrella,Seasonal,11,cold,
2026-02-03,SOUP,Instant Soup,Packaged,40,cold,
2026-02-03,SODA,Soda Cans,Beverages,30,cold,
2026-02-04,MILK-1L,Milk 1L,Dairy,74,rain,
2026-02-04,BREAD-WHT,White Bread,Bakery,74,rain,
2026-02-04,EGGS-12,Eggs 12 Pack,Protein,58,rain,
2026-02-04,RICE-5KG,Rice 5kg,Staples,29,rain,
2026-02-04,ICECREAM,Ice Cream,Frozen,30,rain,
2026-02-04,UMBRELLA,Umbrella,Seasonal,25,rain,
2026-02-04,SOUP,Instant Soup,Packaged,32,rain,
2026-02-04,SODA,Soda Cans,Beverages,41,rain,
2026-02-05,MILK-1L,Milk 1L,Dairy,88,hot,
2026-02-05,BREAD-WHT,White Bread,Bakery,74,hot,
2026-02-05,EGGS-12,Eggs 12 Pack,Protein,53,hot,
2026-02-05,RICE-5KG,Rice 5kg,Staples,29,hot,
2026-02-05,ICECREAM,Ice Cream,Frozen,59,hot,
2026-02-05,UMBRELLA,Umbrella,Seasonal,8,hot,
2026-02-05,SOUP,Instant Soup,Packaged,14,hot,
2026-02-05,SODA,Soda Cans,Beverages,66,hot,
2026-02-06,MILK-1L,Milk 1L,Dairy,92,rain,
2026-02-06,BREAD-WHT,White Bread,Bakery,93,rain,
2026-02-06,EGGS-12,Eggs 12 Pack,Protein,52,rain,
2026-02-06,RICE-5KG,Rice 5kg,Staples,28,rain,
2026-02-06,ICECREAM,Ice Cream,Frozen,27,rain,
2026-02-06,UMBRELLA,Umbrella,Seasonal,26,rain,
2026-02-06,SOUP,Instant Soup,Packaged,27,rain,
2026-02-06,SODA,Soda Cans,Beverages,35,rain,
2026-02-07,MILK-1L,Milk 1L,Dairy,104,cold,
2026-02-07,BREAD-WHT,White Bread,Bakery,95,cold,
2026-02-07,EGGS-12,Eggs 12 Pack,Protein,64,cold,
2026-02-07,RICE-5KG,Rice 5kg,Staples,32,cold,
2026-02-07,ICECREAM,Ice Cream,Frozen,27,cold,
2026-02-07,UMBRELLA,Umbrella,Seasonal,13,cold,
2026-02-07,SOUP,Instant Soup,Packaged,48,cold,
2026-02-07,SODA,Soda Cans,Beverages,43,cold,
2026-02-08,MILK-1L,Milk 1L,Dairy,123,hot,
2026-02-08,BREAD-WHT,White Bread,Bakery,90,hot,
2026-02-08,EGGS-12,Eggs 12 Pack,Protein,66,hot,
2026-02-08,RICE-5KG,Rice 5kg,Staples,40,hot,
2026-02-08,ICECREAM,Ice Cream,Frozen,62,hot,
2026-02-08,UMBRELLA,Umbrella,Seasonal,8,hot,
2026-02-08,SOUP,Instant Soup,Packaged,18,hot,
2026-02-08,SODA,Soda Cans,Beverages,84,hot,
2026-02-09,MILK-1L,Milk 1L,Dairy,84,hot,
2026-02-09,BREAD-WHT,White Bread,Bakery,66,hot,
2026-02-09,EGGS-12,Eggs 12 Pack,Protein,50,hot,
2026-02-09,RICE-5KG,Rice 5kg,Staples,32,hot,
2026-02-09,ICECREAM,Ice Cream,Frozen,55,hot,
2026-02-09,UMBRELLA,Umbrella,Seasonal,7,hot,
2026-02-09,SOUP,Instant Soup,Packaged,13,hot,
2026-02-09,SODA,Soda Cans,Beverages,67,hot,
2026-02-10,MILK-1L,Milk 1L,Dairy,97,rain,
2026-02-10,BREAD-WHT,White Bread,Bakery,83,rain,
2026-02-10,EGGS-12,Eggs 12 Pack,Protein,57,rain,
2026-02-10,RICE-5KG,Rice 5kg,Staples,27,rain,
2026-02-10,ICECREAM,Ice Cream,Frozen,22,rain,
2026-02-10,UMBRELLA,Umbrella,Seasonal,28,rain,
2026-02-10,SOUP,Instant Soup,Packaged,28,rain,
2026-02-10,SODA,Soda Cans,Beverages,37,rain,
2026-02-11,MILK-1L,Milk 1L,Dairy,102,cold,
2026-02-11,BREAD-WHT,White Bread,Bakery,87,cold,
2026-02-11,EGGS-12,Eggs 12 Pack,Protein,59,cold,
2026-02-11,RICE-5KG,Rice 5kg,Staples,34,cold,
2026-02-11,ICECREAM,Ice Cream,Frozen,25,cold,
2026-02-11,UMBRELLA,Umbrella,Seasonal,11,cold,
2026-02-11,SOUP,Instant Soup,Packaged,39,cold,
2026-02-11,SODA,Soda Cans,Beverages,30,cold,
2026-02-12,MILK-1L,Milk 1L,Dairy,85,rain,
2026-02-12,BREAD-WHT,White Bread,Bakery,87,rain,
2026-02-12,EGGS-12,Eggs 12 Pack,Protein,65,rain,
2026-02-12,RICE-5KG,Rice 5kg,Staples,28,rain,
2026-02-12,ICECREAM,Ice Cream,Frozen,27,rain,
2026-02-12,UMBRELLA,Umbrella,Seasonal,30,rain,
2026-02-12,SOUP,Instant Soup,Packaged,30,rain,
2026-02-12,SODA,Soda Cans,Beverages,35,rain,
2026-02-13,MILK-1L,Milk 1L,Dairy,85,cold,
2026-02-13,BREAD-WHT,White Bread,Bakery,83,cold,
2026-02-13,EGGS-12,Eggs 12 Pack,Protein,64,cold,
2026-02-13,RICE-5KG,Rice 5kg,Staples,28,cold,
2026-02-13,ICECREAM,Ice Cream,Frozen,23,cold,
2026-02-13,UMBRELLA,Umbrella,Seasonal,10,cold,
2026-02-13,SOUP,Instant Soup,Packaged,47,cold,
2026-02-13,SODA,Soda Cans,Beverages,38,cold,
2026-02-14,MILK-1L,Milk 1L,Dairy,105,cold,
2026-02-14,BREAD-WHT,White Bread,Bakery,88,cold,
2026-02-14,EGGS-12,Eggs 12 Pack,Protein,65,cold,
2026-02-14,RICE-5KG,Rice 5kg,Staples,40,cold,
2026-02-14,ICECREAM,Ice Cream,Frozen,25,cold,
2026-02-14,UMBRELLA,Umbrella,Seasonal,12,cold,
2026-02-14,SOUP,Instant Soup,Packaged,56,cold,
2026-02-14,SODA,Soda Cans,Beverages,43,cold,
2026-02-15,MILK-1L,Milk 1L,Dairy,117,cold,
2026-02-15,BREAD-WHT,White Bread,Bakery,96,cold,
2026-02-15,EGGS-12,Eggs 12 Pack,Protein,75,cold,
2026-02-15,RICE-5KG,Rice 5kg,Staples,43,cold,
2026-02-15,ICECREAM,Ice Cream,Frozen,30,cold,
2026-02-15,UMBRELLA,Umbrella,Seasonal,15,cold,
2026-02-15,SOUP,Instant Soup,Packaged,50,cold,
2026-02-15,SODA,Soda Cans,Beverages,47,cold,
2026-02-16,MILK-1L,Milk 1L,Dairy,107,hot,
2026-02-16,BREAD-WHT,White Bread,Bakery,88,hot,
2026-02-16,EGGS-12,Eggs 12 Pack,Protein,54,hot,
2026-02-16,RICE-5KG,Rice 5kg,Staples,39,hot,
2026-02-16,ICECREAM,Ice Cream,Frozen,63,hot,
2026-02-16,UMBRELLA,Umbrella,Seasonal,7,hot,
2026-02-16,SOUP,Instant Soup,Packaged,15,hot,
2026-02-16,SODA,Soda Cans,Beverages,73,hot,
2026-02-17,MILK-1L,Milk 1L,Dairy,79,cold,
2026-02-17,BREAD-WHT,White Bread,Bakery,91,cold,
2026-02-17,EGGS-12,Eggs 12 Pack,Protein,66,cold,
2026-02-17,RICE-5KG,Rice 5kg,Staples,30,cold,
2026-02-17,ICECREAM,Ice Cream,Frozen,19,cold,
2026-02-17,UMBRELLA,Umbrella,Seasonal,11,cold,
2026-02-17,SOUP,Instant Soup,Packaged,42,cold,
2026-02-17,SODA,Soda Cans,Beverages,37,cold,
2026-02-18,MILK-1L,Milk 1L,Dairy,84,cold,
2026-02-18,BREAD-WHT,White Bread,Bakery,87,cold,
2026-02-18,EGGS-12,Eggs 12 Pack,Protein,67,cold,
2026-02-18,RICE-5KG,Rice 5kg,Staples,28,cold,
2026-02-18,ICECREAM,Ice Cream,Frozen,22,cold,
2026-02-18,UMBRELLA,Umbrella,Seasonal,10,cold,
2026-02-18,SOUP,Instant Soup,Packaged,47,cold,
2026-02-18,SODA,Soda Cans,Beverages,35,cold,
2026-02-19,MILK-1L,Milk 1L,Dairy,107,hot,
2026-02-19,BREAD-WHT,White Bread,Bakery,69,hot,
2026-02-19,EGGS-12,Eggs 12 Pack,Protein,59,hot,
2026-02-19,RICE-5KG,Rice 5kg,Staples,29,hot,
2026-02-19,ICECREAM,Ice Cream,Frozen,61,hot,
2026-02-19,UMBRELLA,Umbrella,Seasonal,7,hot,
2026-02-19,SOUP,Instant Soup,Packaged,16,hot,
2026-02-19,SODA,Soda Cans,Beverages,60,hot,
2026-02-20,MILK-1L,Milk 1L,Dairy,93,cold,
2026-02-20,BREAD-WHT,White Bread,Bakery,91,cold,
2026-02-20,EGGS-12,Eggs 12 Pack,Protein,58,cold,
2026-02-20,RICE-5KG,Rice 5kg,Staples,27,cold,
2026-02-20,ICECREAM,Ice Cream,Frozen,22,cold,
2026-02-20,UMBRELLA,Umbrella,Seasonal,10,cold,
2026-02-20,SOUP,Instant Soup,Packaged,42,cold,
2026-02-20,SODA,Soda Cans,Beverages,35,cold,
2026-02-21,MILK-1L,Milk 1L,Dairy,101,cold,
2026-02-21,BREAD-WHT,White Bread,Bakery,85,cold,
2026-02-21,EGGS-12,Eggs 12 Pack,Protein,73,cold,
2026-02-21,RICE-5KG,Rice 5kg,Staples,36,cold,
2026-02-21,ICECREAM,Ice Cream,Frozen,24,cold,
2026-02-21,UMBRELLA,Umbrella,Seasonal,13,cold,
2026-02-21,SOUP,Instant Soup,Packaged,43,cold,
2026-02-21,SODA,Soda Cans,Beverages,44,cold,
2026-02-22,MILK-1L,Milk 1L,Dairy,112,rain,
2026-02-22,BREAD-WHT,White Bread,Bakery,95,rain,
2026-02-22,EGGS-12,Eggs 12 Pack,Protein,72,rain,
2026-02-22,RICE-5KG,Rice 5kg,Staples,40,rain,
2026-02-22,ICECREAM,Ice Cream,Frozen,35,rain,
2026-02-22,UMBRELLA,Umbrella,Seasonal,34,rain,
2026-02-22,SOUP,Instant Soup,Packaged,30,rain,
2026-02-22,SODA,Soda Cans,Beverages,48,rain,
2026-02-23,MILK-1L,Milk 1L,Dairy,101,cold,
2026-02-23,BREAD-WHT,White Bread,Bakery,89,cold,
2026-02-23,EGGS-12,Eggs 12 Pack,Protein,58,cold,
2026-02-23,RICE-5KG,Rice 5kg,Staples,30,cold,
2026-02-23,ICECREAM,Ice Cream,Frozen,22,cold,
2026-02-23,UMBRELLA,Umbrella,Seasonal,11,cold,
2026-02-23,SOUP,Instant Soup,Packaged,41,cold,
2026-02-23,SODA,Soda Cans,Beverages,37,cold,
2026-02-24,MILK-1L,Milk 1L,Dairy,90,cold,
2026-02-24,BREAD-WHT,White Bread,Bakery,91,cold,
2026-02-24,EGGS-12,Eggs 12 Pack,Protein,56,cold,
2026-02-24,RICE-5KG,Rice 5kg,Staples,32,cold,
2026-02-24,ICECREAM,Ice Cream,Frozen,23,cold,
2026-02-24,UMBRELLA,Umbrella,Seasonal,11,cold,
2026-02-24,SOUP,Instant Soup,Packaged,46,cold,
2026-02-24,SODA,Soda Cans,Beverages,39,cold,
2026-02-25,MILK-1L,Milk 1L,Dairy,86,cold,
2026-02-25,BREAD-WHT,White Bread,Bakery,85,cold,
2026-02-25,EGGS-12,Eggs 12 Pack,Protein,63,cold,
2026-02-25,RICE-5KG,Rice 5kg,Staples,33,cold,
2026-02-25,ICECREAM,Ice Cream,Frozen,19,cold,
2026-02-25,UMBRELLA,Umbrella,Seasonal,9,cold,
2026-02-25,SOUP,Instant Soup,Packaged,43,cold,
2026-02-25,SODA,Soda Cans,Beverages,39,cold,
2026-02-26,MILK-1L,Milk 1L,Dairy,104,hot,
2026-02-26,BREAD-WHT,White Bread,Bakery,73,hot,
2026-02-26,EGGS-12,Eggs 12 Pack,Protein,48,hot,
2026-02-26,RICE-5KG,Rice 5kg,Staples,31,hot,
2026-02-26,ICECREAM,Ice Cream,Frozen,60,hot,
2026-02-26,UMBRELLA,Umbrella,Seasonal,7,hot,
2026-02-26,SOUP,Instant Soup,Packaged,16,hot,
2026-02-26,SODA,Soda Cans,Beverages,72,hot,
2026-02-27,MILK-1L,Milk 1L,Dairy,99,cold,
2026-02-27,BREAD-WHT,White Bread,Bakery,75,cold,
2026-02-27,EGGS-12,Eggs 12 Pack,Protein,57,cold,
2026-02-27,RICE-5KG,Rice 5kg,Staples,27,cold,
2026-02-27,ICECREAM,Ice Cream,Frozen,22,cold,
2026-02-27,UMBRELLA,Umbrella,Seasonal,11,cold,
2026-02-27,SOUP,Instant Soup,Packaged,46,cold,
2026-02-27,SODA,Soda Cans,Beverages,32,cold,
2026-02-28,MILK-1L,Milk 1L,Dairy,119,cold,
2026-02-28,BREAD-WHT,White Bread,Bakery,98,cold,
2026-02-28,EGGS-12,Eggs 12 Pack,Protein,64,cold,
2026-02-28,RICE-5KG,Rice 5kg,Staples,40,cold,
2026-02-28,ICECREAM,Ice Cream,Frozen,23,cold,
2026-02-28,UMBRELLA,Umbrella,Seasonal,12,cold,
2026-02-28,SOUP,Instant Soup,Packaged,46,cold,
2026-02-28,SODA,Soda Cans,Beverages,38,cold,
2026-03-01,MILK-1L,Milk 1L,Dairy,142,hot,
2026-03-01,BREAD-WHT,White Bread,Bakery,111,hot,
2026-03-01,EGGS-12,Eggs 12 Pack,Protein,76,hot,
2026-03-01,RICE-5KG,Rice 5kg,Staples,36,hot,
2026-03-01,ICECREAM,Ice Cream,Frozen,71,hot,
2026-03-01,UMBRELLA,Umbrella,Seasonal,9,hot,
2026-03-01,SOUP,Instant Soup,Packaged,21,hot,
2026-03-01,SODA,Soda Cans,Beverages,90,hot,
2026-03-02,MILK-1L,Milk 1L,Dairy,102,hot,
2026-03-02,BREAD-WHT,White Bread,Bakery,93,hot,
2026-03-02,EGGS-12,Eggs 12 Pack,Protein,56,hot,
2026-03-02,RICE-5KG,Rice 5kg,Staples,33,hot,
2026-03-02,ICECREAM,Ice Cream,Frozen,61,hot,
2026-03-02,UMBRELLA,Umbrella,Seasonal,7,hot,
2026-03-02,SOUP,Instant Soup,Packaged,17,hot,
2026-03-02,SODA,Soda Cans,Beverages,75,hot,
2026-03-03,MILK-1L,Milk 1L,Dairy,86,cold,
2026-03-03,BREAD-WHT,White Bread,Bakery,92,cold,
2026-03-03,EGGS-12,Eggs 12 Pack,Protein,62,cold,
2026-03-03,RICE-5KG,Rice 5kg,Staples,28,cold,
2026-03-03,ICECREAM,Ice Cream,Frozen,22,cold,
2026-03-03,UMBRELLA,Umbrella,Seasonal,11,cold,
2026-03-03,SOUP,Instant Soup,Packaged,45,cold,
2026-03-03,SODA,Soda Cans,Beverages,30,cold,
2026-03-04,MILK-1L,Milk 1L,Dairy,98,rain,Holi
2026-03-04,BREAD-WHT,White Bread,Bakery,102,rain,Holi
2026-03-04,EGGS-12,Eggs 12 Pack,Protein,60,rain,Holi
2026-03-04,RICE-5KG,Rice 5kg,Staples,42,rain,Holi
2026-03-04,ICECREAM,Ice Cream,Frozen,32,rain,Holi
2026-03-04,UMBRELLA,Umbrella,Seasonal,28,rain,Holi
2026-03-04,SOUP,Instant Soup,Packaged,33,rain,Holi
2026-03-04,SODA,Soda Cans,Beverages,51,rain,Holi
2026-03-05,MILK-1L,Milk 1L,Dairy,93,rain,
2026-03-05,BREAD-WHT,White Bread,Bakery,88,rain,
2026-03-05,EGGS-12,Eggs 12 Pack,Protein,64,rain,
2026-03-05,RICE-5KG,Rice 5kg,Staples,32,rain,
2026-03-05,ICECREAM,Ice Cream,Frozen,30,rain,
2026-03-05,UMBRELLA,Umbrella,Seasonal,30,rain,
2026-03-05,SOUP,Instant Soup,Packaged,28,rain,
2026-03-05,SODA,Soda Cans,Beverages,40,rain,
2026-03-06,MILK-1L,Milk 1L,Dairy,105,hot,
2026-03-06,BREAD-WHT,White Bread,Bakery,66,hot,
2026-03-06,EGGS-12,Eggs 12 Pack,Protein,51,hot,
2026-03-06,RICE-5KG,Rice 5kg,Staples,33,hot,
2026-03-06,ICECREAM,Ice Cream,Frozen,49,hot,
2026-03-06,UMBRELLA,Umbrella,Seasonal,6,hot,
2026-03-06,SOUP,Instant Soup,Packaged,15,hot,
2026-03-06,SODA,Soda Cans,Beverages,74,hot,
2026-03-07,MILK-1L,Milk 1L,Dairy,130,hot,
2026-03-07,BREAD-WHT,White Bread,Bakery,97,hot,
2026-03-07,EGGS-12,Eggs 12 Pack,Protein,60,hot,
2026-03-07,RICE-5KG,Rice 5kg,Staples,39,hot,
2026-03-07,ICECREAM,Ice Cream,Frozen,64,hot,
2026-03-07,UMBRELLA,Umbrella,Seasonal,9,hot,
2026-03-07,SOUP,Instant Soup,Packaged,19,hot,
2026-03-07,SODA,Soda Cans,Beverages,73,hot,
2026-03-08,MILK-1L,Milk 1L,Dairy,131,hot,
2026-03-08,BREAD-WHT,White Bread,Bakery,79,hot,
2026-03-08,EGGS-12,Eggs 12 Pack,Protein,73,hot,
2026-03-08,RICE-5KG,Rice 5kg,Staples,40,hot,
2026-03-08,ICECREAM,Ice Cream,Frozen,69,hot,
2026-03-08,UMBRELLA,Umbrella,Seasonal,10,hot,
2026-03-08,SOUP,Instant Soup,Packaged,20,hot,
2026-03-08,SODA,Soda Cans,Beverages,83,hot,
2026-03-09,MILK-1L,Milk 1L,Dairy,106,hot,
2026-03-09,BREAD-WHT,White Bread,Bakery,64,hot,
2026-03-09,EGGS-12,Eggs 12 Pack,Protein,55,hot,
2026-03-09,RICE-5KG,Rice 5kg,Staples,30,hot,
2026-03-09,ICECREAM,Ice Cream,Frozen,57,hot,
2026-03-09,UMBRELLA,Umbrella,Seasonal,8,hot,
2026-03-09,SOUP,Instant Soup,Packaged,15,hot,
2026-03-09,SODA,Soda Cans,Beverages,71,hot,
2026-03-10,MILK-1L,Milk 1L,Dairy,81,cold,
2026-03-10,BREAD-WHT,White Bread,Bakery,74,cold,
2026-03-10,EGGS-12,Eggs 12 Pack,Protein,51,cold,
2026-03-10,RICE-5KG,Rice 5kg,Staples,34,cold,
2026-03-10,ICECREAM,Ice Cream,Frozen,23,cold,
2026-03-10,UMBRELLA,Umbrella,Seasonal,12,cold,
2026-03-10,SOUP,Instant Soup,Packaged,39,cold,
2026-03-10,SODA,Soda Cans,Beverages,31,cold,
2026-03-11,MILK-1L,Milk 1L,Dairy,98,rain,
2026-03-11,BREAD-WHT,White Bread,Bakery,79,rain,
2026-03-11,EGGS-12,Eggs 12 Pack,Protein,57,rain,
2026-03-11,RICE-5KG,Rice 5kg,Staples,28,rain,
2026-03-11,ICECREAM,Ice Cream,Frozen,30,rain,
